Airport,Year,Month,Month_ID,Dom_Pax_In,Dom_Pax_Out,Dom_Pax_Total,Int_Pax_In,Int_Pax_Out,Int_Pax_Total,Pax_In,Pax_Out,Pax_Total
TOWNSVILLE,2016,APR,4,61298,59331,120629,1417,1604,3021,62715,60935,123650
TOWNSVILLE,2016,MAY,5,63397,62570,125967,1685,1933,3618,65082,64503,129585
TOWNSVILLE,2016,JUN,6,64868,64899,129767,1663,2044,3707,66531,66943,133474
TOWNSVILLE,2016,JUL,7,72641,70220,142861,1973,1919,3892,74614,72139,146753
TOWNSVILLE,2016,AUG,8,64208,66056,130264,1609,1800,3409,65817,67856,133673
TOWNSVILLE,2016,SEP,9,66576,68269,134845,1969,1734,3703,68545,70003,138548
TOWNSVILLE,2016,OCT,10,64602,64935,129537,2053,1842,3895,66655,66777,133432
TOWNSVILLE,2016,NOV,11,58528,59861,118389,1523,1763,3286,60051,61624,121675
TOWNSVILLE,2016,DEC,12,61979,66646,128625,1746,2087,3833,63725,68733,132458
TOWNSVILLE,2017,JAN,1,57767,53413,111180,2224,1623,3847,59991,55036,115027
TOWNSVILLE,2017,FEB,2,48518,48312,96830,1677,1594,3271,50195,49906,100101
TOWNSVILLE,2017,MAR,3,56804,58317,115121,1603,1632,3235,58407,59949,118356
TOWNSVILLE,2017,APR,4,64609,62128,126737,2025,2257,4282,66634,64385,131019
TOWNSVILLE,2017,MAY,5,60639,61928,122567,1954,2370,4324,62593,64298,126891
TOWNSVILLE,2017,JUN,6,66427,66254,132681,2106,2123,4229,68533,68377,136910
TOWNSVILLE,2017,JUL,7,76628,73840,150468,2452,2457,4909,79080,76297,155377
TOWNSVILLE,2017,AUG,8,69682,70924,140606,2373,2231,4604,72055,73155,145210
TOWNSVILLE,2017,SEP,9,68660,71256,139916,2197,2368,4565,70857,73624,144481
TOWNSVILLE,2017,OCT,10,70105,69779,139884,2278,2100,4378,72383,71879,144262
TOWNSVILLE,2017,NOV,11,62743,66059,128802,1622,1747,3369,64365,67806,132171
TOWNSVILLE,2017,DEC,12,65924,70774,136698,1467,2055,3522,67391,72829,140220
TOWNSVILLE,2018,JAN,1,62969,57216,120185,2279,2327,4606,65248,59543,124791
TOWNSVILLE,2018,FEB,2,51968,52403,104371,2180,2140,4320,54148,54543,108691
TOWNSVILLE,2018,MAR,3,67182,67984,135166,1744,1355,3099,68926,69339,138265
TOWNSVILLE,2018,APR,4,63974,63336,127310,415,443,858,64389,63779,128168
TOWNSVILLE,2018,MAY,5,66895,67054,133949,263,284,547,67158,67338,134496
TOWNSVILLE,2018,JUN,6,65091,65021,130112,375,318,693,65466,65339,130805
TOWNSVILLE,2018,JUL,7,80489,78946,159435,425,383,808,80914,79329,160243
TOWNSVILLE,2018,AUG,8,72455,74122,146577,354,318,672,72809,74440,147249
TOWNSVILLE,2018,SEP,9,67395,69792,137187,252,332,584,67647,70124,137771
TOWNSVILLE,2018,OCT,10,70570,69634,140204,0,0,0,70570,69634,140204
TOWNSVILLE,2018,NOV,11,63340,65756,129096,0,0,0,63340,65756,129096
TOWNSVILLE,2018,DEC,12,63038,67481,130519,0,0,0,63038,67481,130519
TOWNSVILLE,2019,JAN,1,61344,56845,118189,0,0,0,61344,56845,118189
TOWNSVILLE,2019,FEB,2,50268,49998,100266,0,0,0,50268,49998,100266
TOWNSVILLE,2019,MAR,3,62804,63951,126755,0,0,0,62804,63951,126755
TOWNSVILLE,2019,APR,4,67238,66720,133958,0,0,0,67238,66720,133958
TOWNSVILLE,2019,MAY,5,67451,67615,135066,0,0,0,67451,67615,135066
TOWNSVILLE,2019,JUN,6,68347,66772,135119,0,0,0,68347,66772,135119
TOWNSVILLE,2019,JUL,7,78060,76324,154384,0,0,0,78060,76324,154384
TOWNSVILLE,2019,AUG,8,72244,74283,146527,0,0,0,72244,74283,146527
TOWNSVILLE,2019,SEP,9,71820,73743,145563,0,0,0,71820,73743,145563
TOWNSVILLE,2019,OCT,10,72692,73110,145802,0,0,0,72692,73110,145802
TOWNSVILLE,2019,NOV,11,64379,66370,130749,0,0,0,64379,66370,130749
TOWNSVILLE,2019,DEC,12,67064,71298,138362,0,0,0,67064,71298,138362
TOWNSVILLE,2020,JAN,1,63574,59105,122679,0,0,0,63574,59105,122679
TOWNSVILLE,2020,FEB,2,53546,51590,105136,0,0,0,53546,51590,105136
TOWNSVILLE,2020,MAR,3,44037,43063,87100,0,0,0,44037,43063,87100
TOWNSVILLE,2020,APR,4,3786,4068,7854,0,0,0,3786,4068,7854
TOWNSVILLE,2020,MAY,5,4672,4575,9247,0,0,0,4672,4575,9247
TOWNSVILLE,2020,JUN,6,11330,11590,22920,0,0,0,11330,11590,22920
TOWNSVILLE,2020,JUL,7,28925,27368,56293,0,0,0,28925,27368,56293
TOWNSVILLE,2020,AUG,8,27166,27623,54789,0,0,0,27166,27623,54789
All Australian Airports,2015,JAN,1,4633256,4633256,9266512,1784287,1498628,3282915,6417543,6131884,12549427
All Australian Airports,2015,FEB,2,4185734,4185734,8371468,1410790,1240775,2651565,5596524,5426509,11023033
All Australian Airports,2015,MAR,3,4794620,4794620,9589240,1370140,1432073,2802213,6164760,6226693,12391453
All Australian Airports,2015,APR,4,4725189,4725189,9450378,1361635,1384880,2746515,6086824,6110069,12196893
All Australian Airports,2015,MAY,5,4504507,4504507,9009014,1218186,1309275,2527461,5722693,5813782,11536475
All Australian Airports,2015,JUN,6,4435208,4435208,8870416,1232005,1456587,2688592,5667213,5891795,11559008
All Australian Airports,2015,JUL,7,5116154,5116154,10232308,1649910,1439511,3089421,6766064,6555665,13321729
All Australian Airports,2015,AUG,8,4769923,4769923,9539846,1417242,1453713,2870955,6187165,6223636,12410801
All Australian Airports,2015,SEP,9,4869778,4869778,9739556,1458846,1474613,2933459,6328624,6344391,12673015
All Australian Airports,2015,OCT,10,5161287,5161287,10322574,1631063,1391059,3022122,6792350,6552346,13344696
All Australian Airports,2015,NOV,11,4920137,4920137,9840274,1403347,1420285,2823632,6323484,6340422,12663906
All Australian Airports,2015,DEC,12,5030200,5030200,10060400,1580055,1847744,3427799,6610255,6877944,13488199
All Australian Airports,2016,JAN,1,4794462,4794462,9588924,1918216,1642055,3560271,6712678,6436517,13149195
All Australian Airports,2016,FEB,2,4442706,4442706,8885412,1560626,1375056,2935682,6003332,5817762,11821094
All Australian Airports,2016,MAR,3,4950635,4950635,9901270,1470828,1538489,3009317,6421463,6489124,12910587
All Australian Airports,2016,APR,4,4815450,4815450,9630900,1481132,1478130,2959262,6296582,6293580,12590162
All Australian Airports,2016,MAY,5,4639916,4639916,9279832,1301845,1389018,2690863,5941761,6028934,11970695
All Australian Airports,2016,JUN,6,4580709,4580709,9161418,1330046,1575902,2905948,5910755,6156611,12067366
All Australian Airports,2016,JUL,7,5158404,5158404,10316808,1832875,1574975,3407850,6991279,6733379,13724658
All Australian Airports,2016,AUG,8,4858807,4858807,9717614,1514269,1548743,3063012,6373076,6407550,12780626
All Australian Airports,2016,SEP,9,5031367,5031367,10062734,1583513,1592100,3175613,6614880,6623467,13238347
All Australian Airports,2016,OCT,10,5212134,5212134,10424268,1740278,1485480,3225758,6952412,6697614,13650026
All Australian Airports,2016,NOV,11,5024272,5024272,10048544,1489028,1536531,3025559,6513300,6560803,13074103
All Australian Airports,2016,DEC,12,5110010,5110010,10220020,1691033,1966585,3657618,6801043,7076595,13877638
All Australian Airports,2017,JAN,1,4945306,4945306,9890612,2044464,1757649,3802113,6989770,6702955,13692725
All Australian Airports,2017,FEB,2,4328746,4328746,8657492,1599434,1371201,2970635,5928180,5699947,11628127
All Australian Airports,2017,MAR,3,4973648,4973648,9947296,1509048,1550291,3059339,6482696,6523939,13006635
All Australian Airports,2017,APR,4,4909651,4909651,9819302,1634650,1673176,3307826,6544301,6582827,13127128
All Australian Airports,2017,MAY,5,4714083,4714083,9428166,1391507,1479723,2871230,6105590,6193806,12299396
All Australian Airports,2017,JUN,6,4663457,4663457,9326914,1425247,1669146,3094393,6088704,6332603,12421307
All Australian Airports,2017,JUL,7,5270804,5270804,10541608,1897855,1643059,3540914,7168659,6913863,14082522
All Australian Airports,2017,AUG,8,4949800,4949800,9899600,1607947,1642140,3250087,6557747,6591940,13149687
All Australian Airports,2017,SEP,9,5038526,5038526,10077052,1649934,1680464,3330398,6688460,6718990,13407450
All Australian Airports,2017,OCT,10,5386292,5386292,10772584,1826871,1543057,3369928,7213163,6929349,14142512
All Australian Airports,2017,NOV,11,5183682,5183682,10367364,1571174,1620735,3191909,6754856,6804417,13559273
All Australian Airports,2017,DEC,12,5212132,5212132,10424264,1773170,2053765,3826935,6985302,7265897,14251199
All Australian Airports,2018,JAN,1,5046323,5046323,10092646,2098405,1786996,3885401,7144728,6833319,13978047
All Australian Airports,2018,FEB,2,4506823,4506823,9013646,1697805,1489815,3187620,6204628,5996638,12201266
All Australian Airports,2018,MAR,3,5192899,5192899,10385798,1660037,1710242,3370279,6852936,6903141,13756077
All Australian Airports,2018,APR,4,5042047,5042047,10084094,1664141,1697992,3362133,6706188,6740039,13446227
All Australian Airports,2018,MAY,5,4825550,4825550,9651100,1477266,1549386,3026652,6302816,6374936,12677752
All Australian Airports,2018,JUN,6,4678234,4678234,9356468,1504833,1772073,3276906,6183067,6450307,12633374
All Australian Airports,2018,JUL,7,5399949,5399949,10799898,1994170,1716945,3711115,7394119,7116894,14511013
All Australian Airports,2018,AUG,8,5146214,5146214,10292428,1711828,1757645,3469473,6858042,6903859,13761901
All Australian Airports,2018,SEP,9,5043051,5043051,10086102,1710672,1752050,3462722,6753723,6795101,13548824
All Australian Airports,2018,OCT,10,5455241,5455241,10910482,1925383,1622374,3547757,7380624,7077615,14458239
All Australian Airports,2018,NOV,11,5189215,5189215,10378430,1636769,1687907,3324676,6825984,6877122,13703106
All Australian Airports,2018,DEC,12,5104043,5104043,10208086,1808282,2142297,3950579,6912325,7246340,14158665
All Australian Airports,2019,JAN,1,5030043,5030043,10060086,2187442,1885630,4073072,7217485,6915673,14133158
All Australian Airports,2019,FEB,2,4465621,4465621,8931242,1757525,1499283,3256808,6223146,5964904,12188050
All Australian Airports,2019,MAR,3,5024090,5024090,10048180,1629562,1655711,3285273,6653652,6679801,13333453
All Australian Airports,2019,APR,4,5112777,5112777,10225554,1701680,1801316,3502996,6814457,6914093,13728550
All Australian Airports,2019,MAY,5,4848365,4848365,9696730,1579940,1627989,3207929,6428305,6476354,12904659
All Australian Airports,2019,JUN,6,4669723,4669723,9339446,1545754,1782850,3328604,6215477,6452573,12668050
All Australian Airports,2019,JUL,7,5413049,5413049,10826098,1985113,1750509,3735622,7398162,7163558,14561720
All Australian Airports,2019,AUG,8,5157000,5157000,10314000,1766857,1801853,3568710,6923857,6958853,13882710
All Australian Airports,2019,SEP,9,5148686,5148686,10297372,1721451,1775323,3496774,6870137,6924009,13794146
All Australian Airports,2019,OCT,10,5607945,5607945,11215890,1926829,1660334,3587163,7534774,7268279,14803053
All Australian Airports,2019,NOV,11,5212654,5212654,10425308,1702426,1724008,3426434,6915080,6936662,13851742
All Australian Airports,2019,DEC,12,5217772,5217772,10435544,1846338,2192732,4039070,7064110,7410504,14474614
All Australian Airports,2020,JAN,1,5055479,5055479,10110958,2215508,1938543,4154051,7270987,6994022,14265009
All Australian Airports,2020,FEB,2,4330713,4330713,8661426,1529809,1275620,2805429,5860522,5606333,11466855
All Australian Airports,2020,MAR,3,3049073,3049073,6098146,887482,838247,1725729,3936555,3887320,7823875
All Australian Airports,2020,APR,4,142694,142694,285388,17304,58002,75306,159998,200696,360694
All Australian Airports,2020,MAY,5,169366,169366,338732,18749,34240,52989,188115,203606,391721
All Australian Airports,2020,JUN,6,370155,370155,740310,25244,39591,64835,395399,409746,805145
All Australian Airports,2020,JUL,7,717772,717772,1435544,20016,53835,73851,737788,771607,1509395
All Australian Airports,2020,AUG,8,567014,567014,1134028,15549,56449,71998,582563,623463,1206026
